,country,province,region_1,year,lat,lon,location,avg_temp,min_temp,max_temp,precipitation_in_mm,wind_average_kmh,wind_peak_kmh,sun_minutes
857,US,California,Anderson Valley,2010,36.778259,-119.417931,1,22.446948356807514,14.869158878504672,30.273364485981308,0.3378504672897196,10.761682242990654,,
858,France,Bordeaux,Bordeaux Supérieur,2012,44.841225,-0.5800364,1,17.52196261682243,12.902336448598128,22.886915887850463,2.3939252336448598,11.843877551020409,,
859,New Zealand,Marlborough,,2016,-36.7846223,174.723989,0,,,,,,,
860,France,Beaujolais,Saint-Amour,2015,46.1186123,4.6156707,1,17.716826923076923,12.359134615384615,23.191346153846155,,9.854807692307693,,
861,France,Beaujolais,Morgon,2015,46.1186123,4.6156707,1,17.716826923076923,12.359134615384615,23.191346153846155,,9.854807692307693,,
862,France,Beaujolais,Chiroubles,2015,46.1186123,4.6156707,1,17.716826923076923,12.359134615384615,23.191346153846155,,9.854807692307693,,
863,France,Beaujolais,Fleurie,2015,46.1186123,4.6156707,1,17.716826923076923,12.359134615384615,23.191346153846155,,9.854807692307693,,
864,US,Washington,Columbia Valley (WA),2015,38.8950368,-77.0365427,1,22.085981308411217,17.487850467289718,27.16448598130841,3.400934579439252,12.930373831775702,,
865,Portugal,Tejo,,2011,38.7490834,-9.1398309,1,20.90233644859813,17.008411214953274,25.873364485981305,1.8803738317757008,16.36601941747573,,
866,US,California,Sta. Rita Hills,2011,36.778259,-119.417931,1,22.850000000000005,15.344859813084112,30.6126168224299,0.4135514018691589,10.301869158878505,,
867,Italy,Veneto,Soave Classico,2010,45.666668,12.25,1,19.44252336448598,14.671153846153848,25.01658767772512,3.4980952380952384,6.995609756097561,,
868,US,California,Sonoma Mountain,2009,36.778259,-119.417931,1,23.683644859813086,15.866355140186915,31.635514018691595,0.3303738317757009,10.790186915887853,,
869,US,California,Fiddletown,2011,36.778259,-119.417931,1,22.850000000000005,15.344859813084112,30.6126168224299,0.4135514018691589,10.301869158878505,,
870,US,California,Santa Ynez Valley,2011,36.778259,-119.417931,1,22.850000000000005,15.344859813084112,30.6126168224299,0.4135514018691589,10.301869158878505,,
871,US,California,Santa Cruz Mountains,2010,36.778259,-119.417931,1,22.446948356807514,14.869158878504672,30.273364485981308,0.3378504672897196,10.761682242990654,,
872,Portugal,Minho,,2013,41.6347151,-8.1425725,1,,,,,,,
873,Germany,Mosel,,2012,50.7810263,12.4780171,1,13.906074766355138,8.24392523364486,19.32102803738318,2.05981308411215,,,
874,Italy,Veneto,Amarone della Valpolicella Classico,2010,45.666668,12.25,1,19.44252336448598,14.671153846153848,25.01658767772512,3.4980952380952384,6.995609756097561,,
875,US,Missouri,Augusta,2008,29.6185669,-95.5377215,1,25.54009900990099,20.679207920792084,31.2460396039604,0.6012658227848101,11.755940594059405,,
876,US,Texas,Texas,2009,42.032974,-93.581543,1,15.896713615023474,10.446009389671362,21.465258215962443,1.0384057971014493,12.503301886792457,,
877,US,California,Lodi,2008,36.778259,-119.417931,1,23.722748815165875,15.6107476635514,32.04345794392523,0.06448598130841121,10.412149532710279,,
878,US,Nevada,Nevada,2005,42.0227653,-93.4524342,1,,,,,,,
879,US,California,Amador County,2008,36.778259,-119.417931,1,23.722748815165875,15.6107476635514,32.04345794392523,0.06448598130841121,10.412149532710279,,
880,US,Virginia,Virginia,2007,47.52326,-92.536571,1,13.57417840375587,6.936150234741785,19.83661971830986,0.11061946902654868,10.550471698113206,,
881,US,New York,North Fork of Long Island,2006,40.7127281,-74.0060152,1,19.594835680751178,14.664018691588783,24.596728971962612,3.9242990654205605,15.373364485981309,,
882,US,California,Shenandoah Valley (CA),2007,36.778259,-119.417931,1,23.181690140845074,15.255140186915884,31.20233644859813,0.09345794392523366,11.23271028037383,,
883,US,Washington,Wahluke Slope,2007,38.8950368,-77.0365427,1,21.462616822429908,16.522429906542058,26.772429906542058,2.413084112149533,12.700000000000001,,
884,US,Oregon,Dundee Hills,2004,45.4206749,-122.670649,1,17.61214953271028,12.02429906542056,22.911682242990647,1.3088785046728972,10.431308411214955,,0.0
885,Australia,South Australia,Adelaide Plains,2006,-34.064999,150.814163,0,,,,,,,
886,US,California,Sonoma County,2004,36.778259,-119.417931,1,23.48738317757009,15.479439252336448,31.302336448598133,0.30327102803738315,11.898130841121494,,0.0
887,Australia,South Australia,Clare Valley,2005,-34.064999,150.814163,0,,,,,,,
888,US,California,Bennett Valley,2005,36.778259,-119.417931,1,22.922535211267604,15.341588785046731,30.61728971962617,0.27102803738317754,11.476635514018692,,
889,Australia,South Australia,South Australia,2004,-34.064999,150.814163,0,,,,,,,
890,US,California,Sierra Foothills,2005,36.778259,-119.417931,1,22.922535211267604,15.341588785046731,30.61728971962617,0.27102803738317754,11.476635514018692,,
891,US,California,Paso Robles,2004,36.778259,-119.417931,1,23.48738317757009,15.479439252336448,31.302336448598133,0.30327102803738315,11.898130841121494,,0.0
892,US,Virginia,Monticello,2005,47.52326,-92.536571,1,12.857487922705314,6.0144927536231885,19.06135265700483,0.2087378640776699,10.914563106796116,,
893,Australia,South Australia,Coonawarra,2012,-34.064999,150.814163,0,,,,,,,
894,Australia,South Australia,Coonawarra,2013,-34.064999,150.814163,0,,,,,,,
895,US,California,Red Hills Lake County,2012,36.778259,-119.417931,1,24.43598130841121,16.599532710280375,32.544859813084116,0.2700934579439252,10.39018691588785,,
896,Australia,South Australia,Padthaway,2013,-34.064999,150.814163,0,,,,,,,
897,US,California,North Coast,2013,36.778259,-119.417931,1,24.64392523364486,16.84906542056075,32.69626168224299,0.024299065420560744,11.090186915887848,,
898,Spain,Catalonia,Priorat,2012,37.178055,-3.600833,1,20.89158878504673,12.169158878504675,28.842523364485977,1.0514018691588785,7.497512437810945,,
899,US,Washington,Walla Walla Valley (WA),2009,38.8950368,-77.0365427,1,20.178504672897194,15.787850467289722,25.111214953271023,3.642056074766355,12.631308411214954,,
900,Austria,Weinviertel,,2011,48.4653367,16.28614802566092,1,16.78317757009346,12.195794392523363,22.263084112149535,1.9728971962616821,,,
901,Portugal,Bucelas,,2013,38.9016248,-9.118728,1,19.592990654205607,15.482242990654205,24.783644859813087,1.5724299065420562,15.988571428571431,,
902,Portugal,Lisboa,,2014,38.7077507,-9.1365919,1,18.79004739336493,16.695327102803738,24.63878504672897,1.6018691588785048,15.560096153846153,,
903,US,Washington,Ancient Lakes,2015,38.8950368,-77.0365427,1,22.085981308411217,17.487850467289718,27.16448598130841,3.400934579439252,12.930373831775702,,
904,US,California,Mendocino County,2013,36.778259,-119.417931,1,24.64392523364486,16.84906542056075,32.69626168224299,0.024299065420560744,11.090186915887848,,
905,France,Beaujolais,Chénas,2015,46.1186123,4.6156707,1,17.716826923076923,12.359134615384615,23.191346153846155,,9.854807692307693,,
906,US,Washington,Washington,2015,38.8950368,-77.0365427,1,22.085981308411217,17.487850467289718,27.16448598130841,3.400934579439252,12.930373831775702,,
907,US,California,Paso Robles,2015,36.778259,-119.417931,1,24.21682242990654,16.74859813084112,31.86682242990654,0.3411214953271028,11.126168224299066,,
908,Portugal,Lisboa,,2010,38.7077507,-9.1365919,1,20.758878504672897,16.684112149532712,25.314485981308408,1.8570093457943924,16.318446601941744,,
909,Germany,Pfalz,,2014,53.8156324,13.3702287,1,14.732710280373833,10.226168224299066,19.490654205607477,2.041588785046729,,,387.196261682243
910,US,California,Rutherford,2008,36.778259,-119.417931,1,23.722748815165875,15.6107476635514,32.04345794392523,0.06448598130841121,10.412149532710279,,
911,US,California,Sierra Foothills,2008,36.778259,-119.417931,1,23.722748815165875,15.6107476635514,32.04345794392523,0.06448598130841121,10.412149532710279,,
912,US,California,Sta. Rita Hills,2008,36.778259,-119.417931,1,23.722748815165875,15.6107476635514,32.04345794392523,0.06448598130841121,10.412149532710279,,
913,US,California,Livermore Valley,2007,36.778259,-119.417931,1,23.181690140845074,15.255140186915884,31.20233644859813,0.09345794392523366,11.23271028037383,,
914,US,Washington,Yakima Valley,2006,38.8950368,-77.0365427,1,20.551173708920185,15.824299065420563,25.646728971962617,4.190654205607476,13.424299065420561,,
915,US,California,Knights Valley,2008,36.778259,-119.417931,1,23.722748815165875,15.6107476635514,32.04345794392523,0.06448598130841121,10.412149532710279,,
916,Italy,Veneto,Valpolicella Superiore,2007,45.666668,12.25,1,19.657943925233642,14.7311004784689,24.992018779342718,2.224761904761905,5.668811881188119,,
917,Italy,Veneto,Valpolicella Classico Superiore Ripasso,2007,45.666668,12.25,1,19.657943925233642,14.7311004784689,24.992018779342718,2.224761904761905,5.668811881188119,,
918,Italy,Veneto,Amarone della Valpolicella,2005,45.666668,12.25,1,18.90046728971963,13.86734693877551,24.150471698113204,3.3569444444444443,6.821761658031088,,
919,Italy,Veneto,Amarone della Valpolicella Classico,2006,45.666668,12.25,1,19.746728971962614,14.971028037383178,24.769483568075117,2.141899441340782,5.6125603864734295,,
920,Australia,Victoria,Yarra Valley,2008,-21.2309116,148.9741517,0,,,,,,,
921,Italy,Veneto,Amarone della Valpolicella Classico,2005,45.666668,12.25,1,18.90046728971963,13.86734693877551,24.150471698113204,3.3569444444444443,6.821761658031088,,
922,Italy,Veneto,Amarone della Valpolicella,2006,45.666668,12.25,1,19.746728971962614,14.971028037383178,24.769483568075117,2.141899441340782,5.6125603864734295,,
923,US,California,Santa Cruz Mountains,2007,36.778259,-119.417931,1,23.181690140845074,15.255140186915884,31.20233644859813,0.09345794392523366,11.23271028037383,,
924,Chile,Peumo,,2007,-34.3959163,-71.1694264,0,,,,,,,
925,Italy,Veneto,Valpolicella Classico Superiore,2006,45.666668,12.25,1,19.746728971962614,14.971028037383178,24.769483568075117,2.141899441340782,5.6125603864734295,,
926,France,Alsace,Alsace,2006,48.684872850000005,2.17560777527428,1,16.61121495327103,12.32943925233645,21.129439252336446,1.5579439252336447,12.929756097560976,,
927,France,Bordeaux,Bordeaux Supérieur,2011,44.841225,-0.5800364,1,18.418691588785048,13.148130841121494,24.47336448598131,1.1817757009345793,11.133658536585363,,
928,US,California,Lodi,2011,36.778259,-119.417931,1,22.850000000000005,15.344859813084112,30.6126168224299,0.4135514018691589,10.301869158878505,,
929,US,Oregon,Willamette Valley,2011,45.4206749,-122.670649,1,15.433177570093457,10.749532710280373,20.871495327102803,1.4939252336448599,9.178504672897196,,
930,US,Oregon,Rogue Valley,2010,45.4206749,-122.670649,1,15.20514018691589,10.563084112149534,20.819626168224296,2.368224299065421,9.773831775700936,,
931,France,Bordeaux,Bordeaux Blanc,2012,44.841225,-0.5800364,1,17.52196261682243,12.902336448598128,22.886915887850463,2.3939252336448598,11.843877551020409,,
932,Austria,Südsteiermark,,2006,46.774124,15.667152141167598,1,16.326168224299067,10.849065420560747,21.898598130841123,2.967289719626168,7.3772511848341225,,
933,US,California,Livermore Valley,2004,36.778259,-119.417931,1,23.48738317757009,15.479439252336448,31.302336448598133,0.30327102803738315,11.898130841121494,,0.0
934,US,Washington,Washington,2005,38.8950368,-77.0365427,1,21.16588785046729,16.41588785046729,25.957943925233646,3.5313084112149533,13.116355140186917,,0.0
935,US,Washington,Wahluke Slope,2006,38.8950368,-77.0365427,1,20.551173708920185,15.824299065420563,25.646728971962617,4.190654205607476,13.424299065420561,,
936,Italy,Veneto,Prosecco,2010,45.666668,12.25,1,19.44252336448598,14.671153846153848,25.01658767772512,3.4980952380952384,6.995609756097561,,
937,US,California,Sonoma-Napa,2008,36.778259,-119.417931,1,23.722748815165875,15.6107476635514,32.04345794392523,0.06448598130841121,10.412149532710279,,
938,Italy,Veneto,Conegliano Valdobbiadene Prosecco Superiore,2011,45.666668,12.25,1,20.5981308411215,15.146478873239438,26.751401869158876,2.165727699530516,6.682439024390244,,
939,US,California,Paicines,2008,36.778259,-119.417931,1,23.722748815165875,15.6107476635514,32.04345794392523,0.06448598130841121,10.412149532710279,,
940,France,Beaujolais,Juliénas,2015,46.1186123,4.6156707,1,17.716826923076923,12.359134615384615,23.191346153846155,,9.854807692307693,,
941,Austria,Südsteiermark,,2015,46.774124,15.667152141167598,1,16.737383177570095,11.318691588785045,22.008411214953274,3.1780373831775703,9.380281690140846,,
942,US,California,Sonoma Coast,2013,36.778259,-119.417931,1,24.64392523364486,16.84906542056075,32.69626168224299,0.024299065420560744,11.090186915887848,,
943,US,Washington,Wahluke Slope,2014,38.8950368,-77.0365427,1,21.49953271028038,16.86214953271028,26.46682242990654,3.255140186915888,12.409345794392525,,
944,Spain,Catalonia,Priorat,2009,37.178055,-3.600833,1,20.24532710280374,11.627570093457944,28.664485981308413,0.547196261682243,7.315841584158416,,
945,France,Provence,Côtes de Provence,2012,46.0974492,4.5808081,1,16.122598870056496,11.626553672316385,21.30338983050848,,8.56590909090909,,
946,France,Bordeaux,Côtes de Bourg,2010,44.841225,-0.5800364,1,17.42336448598131,12.263551401869162,23.172897196261683,1.485981308411215,11.28069306930693,,
947,Chile,San Antonio,,2011,-33.5932016,-71.6288148,0,,,,,,,
948,US,California,Placer County,2013,36.778259,-119.417931,1,24.64392523364486,16.84906542056075,32.69626168224299,0.024299065420560744,11.090186915887848,,
949,France,Bordeaux,Bordeaux Rosé,2014,44.841225,-0.5800364,1,17.3803738317757,13.319158878504673,23.65514018691589,1.9373831775700936,10.980851063829789,,
950,Austria,Carnuntum,,2014,48.11096895,16.856701752148087,1,16.30710900473934,12.061137440758296,20.82085308056872,,14.981516587677724,,
951,Portugal,Bucelas,,2007,38.9016248,-9.118728,1,19.85934579439252,16.172429906542057,24.744859813084112,0.8719626168224299,16.893367346938774,,
952,US,California,Edna Valley,2007,36.778259,-119.417931,1,23.181690140845074,15.255140186915884,31.20233644859813,0.09345794392523366,11.23271028037383,,
953,Portugal,Alentejo,,2007,38.0551003,-7.8605799,1,19.714953271028037,13.371428571428572,27.367757009345794,9.607142857142858,12.260199004975126,,
954,Portugal,Alentejano,,2006,38.6976558,-9.35351,1,20.326066350710903,16.66214953271028,25.11214953271028,1.8093457943925233,15.756999999999998,,
955,US,California,Oak Knoll District,2004,36.778259,-119.417931,1,23.48738317757009,15.479439252336448,31.302336448598133,0.30327102803738315,11.898130841121494,,0.0
956,Spain,Levante,Jumilla,2003,37.89502725,-4.760875040624836,1,25.156542056074763,16.35514018691589,31.249532710280373,1.1827102803738319,,,
957,US,California,Rutherford,2004,36.778259,-119.417931,1,23.48738317757009,15.479439252336448,31.302336448598133,0.30327102803738315,11.898130841121494,,0.0
958,US,California,Alexander Valley,2003,36.778259,-119.417931,1,23.871962616822426,15.844392523364485,31.689719626168227,0.4224299065420561,11.325233644859813,,0.0
959,Italy,Veneto,Prosecco di Valdobbiadene,2005,45.666668,12.25,1,18.90046728971963,13.86734693877551,24.150471698113204,3.3569444444444443,6.821761658031088,,
960,Israel,Galilee,,2009,32.6032121,35.4447957,1,,,,,,,
961,Spain,Catalonia,Penedès,2009,37.178055,-3.600833,1,20.24532710280374,11.627570093457944,28.664485981308413,0.547196261682243,7.315841584158416,,
962,US,New York,Seneca Lake,2012,40.7127281,-74.0060152,1,20.373831775700936,15.61214953271028,25.17242990654206,2.8990654205607473,13.450934579439252,,
963,Spain,Galicia,Rías Baixas,2012,42.8804219,-8.5458608,1,15.35140186915888,10.307981220657277,19.725821596244128,2.8425233644859813,10.27716049382716,,
964,US,New York,Finger Lakes,2010,40.7127281,-74.0060152,1,21.161214953271028,15.868691588785046,26.398598130841123,2.4383177570093455,14.490654205607477,,
965,Germany,Rheingau,,2015,50.0442658,8.1915377,1,15.83177570093458,11.093925233644862,20.83177570093458,1.0121495327102803,9.775428571428572,,
966,Australia,South Australia,Eden Valley,2014,-34.064999,150.814163,0,,,,,,,
967,US,California,Amador County,2011,36.778259,-119.417931,1,22.850000000000005,15.344859813084112,30.6126168224299,0.4135514018691589,10.301869158878505,,
968,US,California,Mendocino Ridge,2014,36.778259,-119.417931,1,25.482710280373833,17.732710280373833,33.40654205607477,0.17523364485981308,11.168224299065418,,
969,US,California,Yorkville Highlands,2012,36.778259,-119.417931,1,24.43598130841121,16.599532710280375,32.544859813084116,0.2700934579439252,10.39018691588785,,
970,Spain,Catalonia,Penedès,2014,37.178055,-3.600833,1,21.136915887850474,12.035514018691586,31.377570093457944,0.5369158878504673,7.187317073170731,,
