,year,country,province,region_1,lat,lon,location,avg_temp,min_temp,max_temp
0,2013.0,Italy,Sicily & Sardinia,Etna,39.373062,9.157212,1,21.509345794392523,6.0,38.0
1,2011.0,Portugal,Douro,,39.8862651,-8.2687312,1,19.021028037383182,7.4,38.9
2,2013.0,US,Oregon,Willamette Valley,45.4206749,-122.670649,1,16.36121495327103,0.0,36.1
3,2013.0,US,Michigan,Lake Michigan Shore,41.7075394,-86.8950297,1,16.006103286384974,-7.0,33.6
4,2012.0,US,Oregon,Willamette Valley,45.4206749,-122.670649,1,16.184579439252335,-0.6,38.9
6,2013.0,Italy,Sicily & Sardinia,Vittoria,39.373062,9.157212,1,21.509345794392523,6.0,38.0
7,2012.0,France,Alsace,Alsace,48.684872850000005,2.17560777527428,1,14.992990654205608,0.4,37.3
8,2013.0,Germany,Rheinhessen,,49.9045181,8.2711082,1,13.6107476635514,-3.9,33.0
10,2011.0,US,California,Napa Valley,36.778259,-119.417931,1,22.850000000000005,2.8,41.7
12,2012.0,US,California,Alexander Valley,36.778259,-119.417931,1,24.43598130841121,3.3,43.9
13,2012.0,Italy,Sicily & Sardinia,Etna,39.373062,9.157212,1,21.898130841121496,5.0,41.8
14,2012.0,US,California,Central Coast,36.778259,-119.417931,1,24.43598130841121,3.3,43.9
15,2013.0,Germany,Mosel,,50.7810263,12.4780171,1,13.88271028037383,-5.1,35.2
19,2012.0,US,Virginia,Virginia,47.52326,-92.536571,1,13.01990521327014,-10.6,33.0
21,2013.0,US,Oregon,Oregon,45.4206749,-122.670649,1,16.36121495327103,0.0,36.1
22,2007.0,Italy,Sicily & Sardinia,Sicilia,39.373062,9.157212,1,21.243925233644855,5.0,39.8
23,2011.0,US,California,Paso Robles,36.778259,-119.417931,1,22.850000000000005,2.8,41.7
24,2009.0,Italy,Sicily & Sardinia,Sicilia,39.373062,9.157212,1,21.606542056074773,6.8,38.8
25,2011.0,US,California,Sonoma Coast,36.778259,-119.417931,1,22.850000000000005,2.8,41.7
26,2013.0,Italy,Sicily & Sardinia,Terre Siciliane,39.373062,9.157212,1,21.509345794392523,6.0,38.0
28,2011.0,Italy,Sicily & Sardinia,Cerasuolo di Vittoria,39.373062,9.157212,1,21.28411214953271,5.0,37.2
29,2010.0,US,California,Clarksburg,36.778259,-119.417931,1,22.446948356807514,3.9,43.3
30,2012.0,France,Beaujolais,Beaujolais-Villages,46.1186123,4.6156707,1,16.122598870056496,-2.8,35.8
31,2010.0,Italy,Sicily & Sardinia,Sicilia,39.373062,9.157212,1,20.713551401869157,4.0,37.0
32,2011.0,Italy,Sicily & Sardinia,Sicilia,39.373062,9.157212,1,21.28411214953271,5.0,37.2
33,2010.0,US,California,Dry Creek Valley,36.778259,-119.417931,1,22.446948356807514,3.9,43.3
34,2011.0,US,California,Sonoma Valley,36.778259,-119.417931,1,22.850000000000005,2.8,41.7
35,2010.0,US,Oregon,McMinnville,45.4206749,-122.670649,1,15.20514018691589,1.1,36.7
41,2009.0,US,Oregon,Willamette Valley,45.4206749,-122.670649,1,16.876635514018695,-0.6,41.1
42,2012.0,France,Beaujolais,Beaujolais,46.1186123,4.6156707,1,16.122598870056496,-2.8,35.8
45,2010.0,US,Virginia,Virginia,47.52326,-92.536571,1,13.67196261682243,-7.0,31.0
47,2011.0,US,California,Lake County,36.778259,-119.417931,1,22.850000000000005,2.8,41.7
48,2011.0,US,Virginia,Monticello,47.52326,-92.536571,1,13.007009345794392,-7.0,34.0
49,2011.0,France,Beaujolais,Brouilly,46.1186123,4.6156707,1,17.43793103448276,0.8,37.0
50,2008.0,Italy,Sicily & Sardinia,Sicilia,39.373062,9.157212,1,21.496728971962618,5.0,37.0
52,2010.0,Italy,Sicily & Sardinia,Monica di Sardegna,39.373062,9.157212,1,20.713551401869157,4.0,37.0
53,2011.0,France,Bordeaux,Bordeaux Blanc,44.841225,-0.5800364,1,18.418691588785048,3.1,39.2
55,2010.0,US,California,Napa Valley,36.778259,-119.417931,1,22.446948356807514,3.9,43.3
56,2010.0,US,California,North Coast,36.778259,-119.417931,1,22.446948356807514,3.9,43.3
59,2014.0,US,Washington,Columbia Valley (WA),38.8950368,-77.0365427,1,21.49953271028038,1.1,37.2
60,2013.0,US,California,Napa Valley,36.778259,-119.417931,1,24.64392523364486,5.6,43.3
64,2015.0,US,California,Santa Ynez Valley,36.778259,-119.417931,1,24.21682242990654,6.1,42.2
67,2013.0,US,Washington,Columbia Valley (WA),38.8950368,-77.0365427,1,21.16775700934579,-0.5,36.1
68,2014.0,US,California,California,36.778259,-119.417931,1,25.482710280373833,6.1,43.3
71,2013.0,US,California,Alexander Valley,36.778259,-119.417931,1,24.64392523364486,5.6,43.3
73,2013.0,US,California,Howell Mountain,36.778259,-119.417931,1,24.64392523364486,5.6,43.3
74,2012.0,US,California,Calistoga,36.778259,-119.417931,1,24.43598130841121,3.3,43.9
76,2015.0,Germany,Rheinhessen,,49.9045181,8.2711082,1,14.408411214953272,-2.7,33.7
77,2016.0,Australia,South Australia,South Australia,-34.7411213,138.6564373,0,,,
78,2015.0,US,Oregon,Eola-Amity Hills,45.4206749,-122.670649,1,17.802336448598133,1.7,39.4
79,2014.0,Portugal,Tejo,,38.7490834,-9.1398309,1,18.79004739336493,9.6,35.0
81,2014.0,Spain,Galicia,Rías Baixas,42.8804219,-8.5458608,1,15.6196261682243,3.9,35.1
83,2016.0,Australia,South Australia,McLaren Vale,-34.7411213,138.6564373,0,,,
84,2014.0,US,California,Napa Valley,36.778259,-119.417931,1,25.482710280373833,6.1,43.3
86,2016.0,US,Washington,Ancient Lakes,38.8950368,-77.0365427,1,21.784112149532714,-1.0,38.3
87,2014.0,US,California,Knights Valley,36.778259,-119.417931,1,25.482710280373833,6.1,43.3
90,2014.0,US,California,Sonoma County,36.778259,-119.417931,1,25.482710280373833,6.1,43.3
91,2015.0,US,California,Sonoma Coast,36.778259,-119.417931,1,24.21682242990654,6.1,42.2
93,2015.0,Austria,Burgenland,,47.1863428,16.164464,1,15.92376237623762,-2.0,34.9
97,2015.0,US,New York,Finger Lakes,40.7127281,-74.0060152,1,20.457476635514016,-0.5,36.7
101,2014.0,US,New York,Finger Lakes,40.7127281,-74.0060152,1,19.47336448598131,-0.5,35.6
108,2014.0,US,California,Santa Clara Valley,36.778259,-119.417931,1,25.482710280373833,6.1,43.3
110,2015.0,France,Beaujolais,Brouilly,46.1186123,4.6156707,1,17.716826923076923,-0.2,38.7
111,2013.0,US,California,Yountville,36.778259,-119.417931,1,24.64392523364486,5.6,43.3
114,2012.0,US,California,Paso Robles,36.778259,-119.417931,1,24.43598130841121,3.3,43.9
115,2013.0,US,California,Paso Robles,36.778259,-119.417931,1,24.64392523364486,5.6,43.3
119,2004.0,France,Alsace,Alsace,48.684872850000005,2.17560777527428,1,15.534112149532712,2.3,31.7
121,2007.0,US,California,Alexander Valley,36.778259,-119.417931,1,23.181690140845074,3.9,43.9
122,2007.0,US,California,Rockpile,36.778259,-119.417931,1,23.181690140845074,3.9,43.9
123,2006.0,Australia,South Australia,Padthaway,-34.7411213,138.6564373,0,,,
124,2006.0,US,California,Napa Valley,36.778259,-119.417931,1,23.44716981132075,5.6,45.0
125,2003.0,South Africa,Stellenbosch,,-33.934444,18.869167,0,,,
126,2007.0,France,Alsace,Alsace,48.684872850000005,2.17560777527428,1,15.242990654205608,1.9,31.8
127,2008.0,France,Alsace,Alsace,48.684872850000005,2.17560777527428,1,14.97943925233645,-1.1,33.6
129,2004.0,South Africa,Stellenbosch,,-33.934444,18.869167,0,,,
134,2007.0,US,California,Napa Valley,36.778259,-119.417931,1,23.181690140845074,3.9,43.9
142,2007.0,US,California,Santa Lucia Highlands,36.778259,-119.417931,1,23.181690140845074,3.9,43.9
144,2013.0,US,California,Spring Mountain District,36.778259,-119.417931,1,24.64392523364486,5.6,43.3
145,2013.0,US,California,Santa Lucia Highlands,36.778259,-119.417931,1,24.64392523364486,5.6,43.3
146,2010.0,US,California,Santa Ynez Valley,36.778259,-119.417931,1,22.446948356807514,3.9,43.3
147,2012.0,US,California,Santa Ynez Valley,36.778259,-119.417931,1,24.43598130841121,3.3,43.9
148,2014.0,Germany,Rheinhessen,,49.9045181,8.2711082,1,13.858878504672898,-1.5,30.8
149,2013.0,US,California,Monterey,36.778259,-119.417931,1,24.64392523364486,5.6,43.3
151,2014.0,Portugal,Alentejano,,38.6976558,-9.35351,1,18.79004739336493,9.6,35.0
152,2012.0,US,California,Carmel Valley,36.778259,-119.417931,1,24.43598130841121,3.3,43.9
155,2013.0,US,California,Santa Cruz Mountains,36.778259,-119.417931,1,24.64392523364486,5.6,43.3
156,2014.0,Germany,Mosel,,50.7810263,12.4780171,1,14.455140186915886,-3.1,33.0
157,2013.0,Portugal,Alentejano,,38.6976558,-9.35351,1,20.103738317757013,8.2,37.8
162,2014.0,US,California,Edna Valley,36.778259,-119.417931,1,25.482710280373833,6.1,43.3
163,2011.0,France,Beaujolais,Moulin-à-Vent,46.1186123,4.6156707,1,17.43793103448276,0.8,37.0
168,2012.0,US,California,Napa Valley,36.778259,-119.417931,1,24.43598130841121,3.3,43.9
169,2014.0,US,California,Russian River Valley,36.778259,-119.417931,1,25.482710280373833,6.1,43.3
173,2014.0,US,Oregon,Willamette Valley,45.4206749,-122.670649,1,17.52710280373832,3.9,37.2
174,2008.0,New Zealand,Marlborough,,-36.7846223,174.723989,0,,,
178,2005.0,US,California,Sonoma Valley,36.778259,-119.417931,1,22.922535211267604,4.4,42.8
180,2006.0,US,California,Santa Lucia Highlands,36.778259,-119.417931,1,23.44716981132075,5.6,45.0
181,2006.0,US,California,Arroyo Seco,36.778259,-119.417931,1,23.44716981132075,5.6,45.0
184,2007.0,US,California,Sonoma Coast,36.778259,-119.417931,1,23.181690140845074,3.9,43.9
186,2006.0,US,California,Anderson Valley,36.778259,-119.417931,1,23.44716981132075,5.6,45.0
187,2003.0,Italy,Sicily & Sardinia,Sicilia,39.373062,9.157212,1,23.008878504672897,2.8,41.2
192,2003.0,Italy,Veneto,Rosso del Veronese,45.666668,12.25,1,20.68691588785047,-4.6,39.8
199,2014.0,US,California,Nevada County,36.778259,-119.417931,1,25.482710280373833,6.1,43.3
203,2012.0,Portugal,Alentejo,,38.0551003,-7.8605799,1,19.973831775700933,3.5,41.6
204,2014.0,US,California,Paso Robles,36.778259,-119.417931,1,25.482710280373833,6.1,43.3
205,2015.0,US,California,Arroyo Seco,36.778259,-119.417931,1,24.21682242990654,6.1,42.2
207,2014.0,US,California,Dry Creek Valley,36.778259,-119.417931,1,25.482710280373833,6.1,43.3
215,2014.0,Israel,Galilee,,32.6032121,35.4447957,1,,,
218,2015.0,US,California,Napa Valley,36.778259,-119.417931,1,24.21682242990654,6.1,42.2
219,2015.0,Hungary,Tokaj,,48.1235534,21.4113895,1,,,
220,2014.0,US,California,Sonoma Coast,36.778259,-119.417931,1,25.482710280373833,6.1,43.3
225,2013.0,South Africa,Stellenbosch,,-33.934444,18.869167,0,,,
226,2014.0,South Africa,Stellenbosch,,-33.934444,18.869167,0,,,
227,2006.0,US,New York,Finger Lakes,40.7127281,-74.0060152,1,19.594835680751178,0.6,38.3
228,2006.0,US,New York,Cayuga Lake,40.7127281,-74.0060152,1,19.594835680751178,0.6,38.3
229,2005.0,US,California,Napa Valley,36.778259,-119.417931,1,22.922535211267604,4.4,42.8
232,2006.0,Australia,South Australia,South Australia,-34.7411213,138.6564373,0,,,
233,2006.0,US,Oregon,Willamette Valley,45.4206749,-122.670649,1,16.643661971830984,-1.1,40.0
235,2006.0,US,California,Santa Barbara County,36.778259,-119.417931,1,23.44716981132075,5.6,45.0
236,2004.0,US,California,Diamond Mountain District,36.778259,-119.417931,1,23.48738317757009,6.1,41.1
238,2006.0,Australia,South Australia,McLaren Vale,-34.7411213,138.6564373,0,,,
239,2005.0,US,California,Mendocino,36.778259,-119.417931,1,22.922535211267604,4.4,42.8
242,2007.0,US,California,Russian River Valley,36.778259,-119.417931,1,23.181690140845074,3.9,43.9
243,2002.0,US,New York,Finger Lakes,40.7127281,-74.0060152,1,19.830841121495325,-2.2,37.8
246,2006.0,Australia,South Australia,Adelaide Hills,-34.7411213,138.6564373,0,,,
247,2004.0,US,California,Sonoma Mountain,36.778259,-119.417931,1,23.48738317757009,6.1,41.1
249,2007.0,US,Virginia,Monticello,47.52326,-92.536571,1,13.57417840375587,-15.0,33.0
250,2005.0,US,California,Alexander Valley,36.778259,-119.417931,1,22.922535211267604,4.4,42.8
252,2006.0,US,California,Amador County,36.778259,-119.417931,1,23.44716981132075,5.6,45.0
254,2008.0,US,California,St. Helena,36.778259,-119.417931,1,23.722748815165875,4.4,44.4
255,2009.0,US,California,Cole Ranch,36.778259,-119.417931,1,23.683644859813086,3.3,44.4
258,2007.0,South Africa,Stellenbosch,,-33.934444,18.869167,0,,,
262,2008.0,US,California,Napa Valley,36.778259,-119.417931,1,23.722748815165875,4.4,44.4
263,2009.0,US,California,Santa Maria Valley,36.778259,-119.417931,1,23.683644859813086,3.3,44.4
265,2009.0,South Africa,Stellenbosch,,-33.934444,18.869167,0,,,
268,2005.0,Italy,Veneto,Veneto,45.666668,12.25,1,18.90046728971963,1.2,35.8
271,2010.0,Greece,Santorini,,36.4622122,25.3757257,1,28.425,22.0,33.0
276,2009.0,US,California,Sonoma County,36.778259,-119.417931,1,23.683644859813086,3.3,44.4
280,2012.0,Austria,Kremstal,,48.40999,15.60384,1,15.83411214953271,-1.4,34.4
281,2011.0,US,California,Santa Maria Valley,36.778259,-119.417931,1,22.850000000000005,2.8,41.7
283,2011.0,US,Oregon,Dundee Hills,45.4206749,-122.670649,1,15.433177570093457,-0.6,35.6
285,2011.0,Austria,Kremstal,,48.40999,15.60384,1,15.958878504672896,-1.5,37.1
286,2011.0,US,California,Arroyo Grande Valley,36.778259,-119.417931,1,22.850000000000005,2.8,41.7
287,2010.0,Spain,Catalonia,Montsant,41.390205,2.154007,1,20.119158878504674,5.9,37.4
293,2009.0,Australia,South Australia,Barossa Valley,-34.7411213,138.6564373,0,,,
295,2008.0,US,California,Paso Robles,36.778259,-119.417931,1,23.722748815165875,4.4,44.4
301,2009.0,US,Washington,Columbia Valley (WA),38.8950368,-77.0365427,1,20.178504672897194,2.2,36.1
305,2007.0,US,California,Mendocino County,36.778259,-119.417931,1,23.181690140845074,3.9,43.9
306,2009.0,Romania,Recas,,45.8017074,21.5092923,1,18.244859813084112,-2.0,35.0
316,2008.0,France,Bordeaux,Bordeaux Blanc,44.841225,-0.5800364,1,16.761682242990656,-0.1,34.4
319,2007.0,Italy,Veneto,Veneto,45.666668,12.25,1,19.657943925233642,1.2,36.2
320,2008.0,Italy,Veneto,Prosecco di Valdobbiadene,45.666668,12.25,1,19.57336448598131,4.0,33.6
321,2007.0,Italy,Veneto,Prosecco di Valdobbiadene,45.666668,12.25,1,19.657943925233642,1.2,36.2
324,2007.0,Italy,Veneto,Prosecco di Conegliano,45.666668,12.25,1,19.657943925233642,1.2,36.2
325,2007.0,US,New York,Finger Lakes,40.7127281,-74.0060152,1,19.74719626168224,-1.1,36.1
328,2007.0,US,California,Knights Valley,36.778259,-119.417931,1,23.181690140845074,3.9,43.9
329,2006.0,US,California,Mendocino,36.778259,-119.417931,1,23.44716981132075,5.6,45.0
330,2006.0,US,California,Central Coast,36.778259,-119.417931,1,23.44716981132075,5.6,45.0
338,2015.0,France,Provence,Coteaux Varois en Provence,46.0974492,4.5808081,1,16.30048076923077,-1.7,38.2
340,2015.0,France,Alsace,Alsace,48.684872850000005,2.17560777527428,1,15.723831775700933,1.0,37.6
341,2013.0,US,California,Dry Creek Valley,36.778259,-119.417931,1,24.64392523364486,5.6,43.3
347,2014.0,Germany,Rheingau,,50.0442658,8.1915377,1,15.969158878504674,2.1,33.7
349,2012.0,Australia,South Australia,Barossa,-34.7411213,138.6564373,0,,,
351,2005.0,Hungary,Tokaji,,48.1658637,21.381382426012586,1,,,
356,2013.0,Australia,Victoria,Heathcote,-21.2309116,148.9741517,0,,,
358,2011.0,Germany,Rheingau,,50.0442658,8.1915377,1,16.00981308411215,-0.7,32.7
360,2012.0,Australia,South Australia,Barossa Valley,-34.7411213,138.6564373,0,,,
362,2012.0,US,California,Diamond Mountain District,36.778259,-119.417931,1,24.43598130841121,3.3,43.9
364,2014.0,US,Oregon,Dundee Hills,45.4206749,-122.670649,1,17.52710280373832,3.9,37.2
365,2013.0,Australia,South Australia,Clare Valley,-34.7411213,138.6564373,0,,,
370,1991.0,US,California,Sonoma Valley,36.778259,-119.417931,1,23.058490566037733,3.9,44.4
372,2002.0,Italy,Veneto,Soave,45.666668,12.25,1,19.124766355140185,0.8,36.0
374,2001.0,US,California,Mendocino County,36.778259,-119.417931,1,24.004205607476635,1.7,43.3
377,2001.0,Greece,Naoussa,,40.428022,22.928308,1,21.799532710280374,4.0,38.0
378,1996.0,Mexico,Valle de Guadalupe,,21.0113273,-102.6147189,1,,,
381,2000.0,Italy,Veneto,Bianco di Custoza,45.666668,12.25,1,19.681308411214957,2.9,35.0
383,2001.0,Italy,Veneto,Valdadige,45.666668,12.25,1,19.328504672897193,0.0,35.0
385,2001.0,US,California,Rutherford,36.778259,-119.417931,1,24.004205607476635,1.7,43.3
386,2000.0,US,California,Russian River Valley,36.778259,-119.417931,1,23.11682242990654,6.7,41.1
387,2000.0,US,California,Alexander Valley,36.778259,-119.417931,1,23.11682242990654,6.7,41.1
388,1999.0,US,California,Edna Valley,36.778259,-119.417931,1,22.674766355140186,0.6,41.7
392,2000.0,US,California,Santa Ynez Valley,36.778259,-119.417931,1,23.11682242990654,6.7,41.1
396,2007.0,US,California,California,36.778259,-119.417931,1,23.181690140845074,3.9,43.9
403,2005.0,US,California,California,36.778259,-119.417931,1,22.922535211267604,4.4,42.8
404,2005.0,US,California,Santa Barbara County,36.778259,-119.417931,1,22.922535211267604,4.4,42.8
408,2008.0,Italy,Veneto,Prosecco di Conegliano e Valdobbiadene,45.666668,12.25,1,19.57336448598131,4.0,33.6
411,2006.0,US,California,California,36.778259,-119.417931,1,23.44716981132075,5.6,45.0
418,2007.0,Austria,Burgenland,,47.1863428,16.164464,1,16.006976744186044,-1.6,37.3
422,2015.0,US,Washington,Walla Walla Valley (WA),38.8950368,-77.0365427,1,22.085981308411217,2.8,36.7
423,2015.0,Austria,Weinviertel,,48.4653367,16.28614802566092,1,16.77056074766355,-3.0,37.4
425,2015.0,US,New York,New York,40.7127281,-74.0060152,1,20.457476635514016,-0.5,36.7
427,2010.0,US,New York,North Fork of Long Island,40.7127281,-74.0060152,1,21.161214953271028,3.3,39.4
428,2015.0,Austria,Kremstal,,48.40999,15.60384,1,16.22710280373832,-1.5,37.3
429,2013.0,US,Washington,Wahluke Slope,38.8950368,-77.0365427,1,21.16775700934579,-0.5,36.1
430,2014.0,US,California,Santa Ynez Valley,36.778259,-119.417931,1,25.482710280373833,6.1,43.3
431,2015.0,US,California,Templeton Gap District,36.778259,-119.417931,1,24.21682242990654,6.1,42.2
432,2014.0,US,Washington,Snipes Mountain,38.8950368,-77.0365427,1,21.49953271028038,1.1,37.2
433,2014.0,US,California,Santa Barbara County,36.778259,-119.417931,1,25.482710280373833,6.1,43.3
440,2013.0,US,Washington,Walla Walla Valley (WA),38.8950368,-77.0365427,1,21.16775700934579,-0.5,36.1
441,2015.0,Austria,Niederösterreich,,48.33,15.75,1,16.22710280373832,-1.5,37.3
442,2013.0,US,New York,Long Island,40.7127281,-74.0060152,1,19.642523364485978,-0.5,38.3
443,2012.0,US,California,Sonoma Valley,36.778259,-119.417931,1,24.43598130841121,3.3,43.9
444,2015.0,Austria,Wagram,,48.2432231,14.2311332,1,15.935514018691588,0.0,36.0
445,2015.0,Italy,Sicily & Sardinia,Etna,39.373062,9.157212,1,21.9696261682243,3.0,39.0
454,2012.0,Canada,Ontario,Niagara-On-The-Lake,47.26468685,-53.92039475377365,1,12.1107476635514,-3.5,25.2
455,2011.0,US,California,Carneros,36.778259,-119.417931,1,22.850000000000005,2.8,41.7
460,2011.0,US,Oregon,Ribbon Ridge,45.4206749,-122.670649,1,15.433177570093457,-0.6,35.6
461,2012.0,US,Oregon,Dundee Hills,45.4206749,-122.670649,1,16.184579439252335,-0.6,38.9
463,2007.0,France,Champagne,Champagne,48.026628,0.333235,1,15.873958333333334,-0.9,32.5
464,2011.0,Germany,Rheinhessen,,49.9045181,8.2711082,1,14.065420560747661,-2.4,32.5
465,2008.0,Italy,Veneto,Amarone della Valpolicella,45.666668,12.25,1,19.57336448598131,4.0,33.6
467,2010.0,US,Oregon,Willamette Valley,45.4206749,-122.670649,1,15.20514018691589,1.1,36.7
468,2011.0,Germany,Mosel,,50.7810263,12.4780171,1,14.474766355140186,-4.0,32.7
470,2003.0,France,Champagne,Champagne,48.026628,0.333235,1,16.639130434782608,-3.5,40.1
473,2010.0,Portugal,Alentejano,,38.6976558,-9.35351,1,20.758878504672897,9.0,37.9
474,2004.0,France,Champagne,Champagne,48.026628,0.333235,1,16.293835616438354,-0.9,34.2
476,2009.0,US,California,Napa Valley,36.778259,-119.417931,1,23.683644859813086,3.3,44.4
478,2005.0,France,Champagne,Champagne,48.026628,0.333235,1,16.432000000000002,1.3,35.1
479,2006.0,Italy,Sicily & Sardinia,Cannonau di Sardegna,39.373062,9.157212,1,21.85373831775701,7.0,39.2
480,2009.0,US,Washington,Red Mountain,38.8950368,-77.0365427,1,20.178504672897194,2.2,36.1
481,2008.0,Italy,Sicily & Sardinia,Isola dei Nuraghi,39.373062,9.157212,1,21.496728971962618,5.0,37.0
482,2010.0,US,California,Sta. Rita Hills,36.778259,-119.417931,1,22.446948356807514,3.9,43.3
483,2011.0,South Africa,Stellenbosch,,-33.934444,18.869167,0,,,
486,2010.0,US,California,Sonoma County,36.778259,-119.417931,1,22.446948356807514,3.9,43.3
492,2008.0,US,Washington,Walla Walla Valley (WA),38.8950368,-77.0365427,1,21.203271028037385,2.2,36.7
494,2011.0,US,New York,Finger Lakes,40.7127281,-74.0060152,1,20.615420560747665,0.0,42.2
495,2010.0,US,California,El Dorado,36.778259,-119.417931,1,22.446948356807514,3.9,43.3
497,2009.0,US,California,Suisun Valley,36.778259,-119.417931,1,23.683644859813086,3.3,44.4
498,2010.0,US,California,Carneros,36.778259,-119.417931,1,22.446948356807514,3.9,43.3
499,2011.0,France,Provence,Côtes de Provence,46.0974492,4.5808081,1,17.43793103448276,0.8,37.0
501,2010.0,US,California,Lodi,36.778259,-119.417931,1,22.446948356807514,3.9,43.3
503,2011.0,US,California,Russian River Valley,36.778259,-119.417931,1,22.850000000000005,2.8,41.7
507,2009.0,US,Washington,Wahluke Slope,38.8950368,-77.0365427,1,20.178504672897194,2.2,36.1
508,2009.0,US,Washington,Yakima Valley,38.8950368,-77.0365427,1,20.178504672897194,2.2,36.1
510,2014.0,US,California,Monterey County,36.778259,-119.417931,1,25.482710280373833,6.1,43.3
511,2010.0,France,Champagne,Champagne,48.026628,0.333235,1,16.34221105527638,-2.6,33.7
513,2013.0,US,California,Chiles Valley,36.778259,-119.417931,1,24.64392523364486,5.6,43.3
519,2014.0,US,California,Calaveras County,36.778259,-119.417931,1,25.482710280373833,6.1,43.3
520,2013.0,US,California,Edna Valley,36.778259,-119.417931,1,24.64392523364486,5.6,43.3
523,2015.0,US,Oregon,Chehalem Mountains,45.4206749,-122.670649,1,17.802336448598133,1.7,39.4
524,2014.0,US,Washington,Horse Heaven Hills,38.8950368,-77.0365427,1,21.49953271028038,1.1,37.2
525,2015.0,US,California,Arroyo Grande Valley,36.778259,-119.417931,1,24.21682242990654,6.1,42.2
531,2011.0,US,Oregon,Oregon,45.4206749,-122.670649,1,15.433177570093457,-0.6,35.6
532,2015.0,US,Oregon,Willamette Valley,45.4206749,-122.670649,1,17.802336448598133,1.7,39.4
535,2015.0,Germany,Mosel,,50.7810263,12.4780171,1,14.08551401869159,-4.5,38.2
538,2014.0,US,Oregon,Umpqua Valley,45.4206749,-122.670649,1,17.52710280373832,3.9,37.2
540,2012.0,US,California,Santa Maria Valley,36.778259,-119.417931,1,24.43598130841121,3.3,43.9
544,2013.0,US,California,Templeton Gap District,36.778259,-119.417931,1,24.64392523364486,5.6,43.3
547,2011.0,US,California,Ballard Canyon,36.778259,-119.417931,1,22.850000000000005,2.8,41.7
548,2013.0,US,California,Green Valley,36.778259,-119.417931,1,24.64392523364486,5.6,43.3
550,2014.0,US,California,Carneros,36.778259,-119.417931,1,25.482710280373833,6.1,43.3
551,2013.0,US,California,Sonoma Valley,36.778259,-119.417931,1,24.64392523364486,5.6,43.3
552,2015.0,France,Provence,Coteaux d'Aix-en-Provence,46.0974492,4.5808081,1,16.30048076923077,-1.7,38.2
554,2015.0,France,Provence,Côtes de Provence Sainte-Victoire,46.0974492,4.5808081,1,16.30048076923077,-1.7,38.2
555,2013.0,US,Washington,Horse Heaven Hills,38.8950368,-77.0365427,1,21.16775700934579,-0.5,36.1
557,2013.0,US,California,Santa Maria Valley,36.778259,-119.417931,1,24.64392523364486,5.6,43.3
558,2014.0,US,California,Sierra Foothills,36.778259,-119.417931,1,25.482710280373833,6.1,43.3
559,2013.0,US,California,Russian River Valley,36.778259,-119.417931,1,24.64392523364486,5.6,43.3
563,2012.0,US,California,Sta. Rita Hills,36.778259,-119.417931,1,24.43598130841121,3.3,43.9
565,2011.0,US,California,Central Coast,36.778259,-119.417931,1,22.850000000000005,2.8,41.7
568,2012.0,US,California,Howell Mountain,36.778259,-119.417931,1,24.43598130841121,3.3,43.9
570,2015.0,US,Washington,Yakima Valley,38.8950368,-77.0365427,1,22.085981308411217,2.8,36.7
571,2015.0,US,California,Yolo County,36.778259,-119.417931,1,24.21682242990654,6.1,42.2
576,2014.0,France,Bordeaux,Saint-Émilion,44.841225,-0.5800364,1,17.3803738317757,4.9,35.3
577,2016.0,US,New York,Finger Lakes,40.7127281,-74.0060152,1,20.235046728971962,-3.2,37.2
578,2015.0,France,Bordeaux,Bordeaux,44.841225,-0.5800364,1,17.57383177570093,1.6,38.3
579,2016.0,US,California,California,36.778259,-119.417931,1,23.931775700934576,7.8,42.8
580,2016.0,US,Washington,Washington,38.8950368,-77.0365427,1,21.784112149532714,-1.0,38.3
581,2016.0,US,Washington,Columbia Gorge (WA),38.8950368,-77.0365427,1,21.784112149532714,-1.0,38.3
583,2014.0,US,California,Santa Cruz Mountains,36.778259,-119.417931,1,25.482710280373833,6.1,43.3
585,2016.0,US,Washington,Yakima Valley,38.8950368,-77.0365427,1,21.784112149532714,-1.0,38.3
586,2016.0,Austria,Steiermark,,46.7267476,15.6282242,1,16.60607476635514,-1.9,32.8
587,2016.0,Austria,Südsteiermark,,46.774124,15.667152141167598,1,16.60607476635514,-1.9,32.8
590,2016.0,US,California,Paso Robles,36.778259,-119.417931,1,23.931775700934576,7.8,42.8
591,2016.0,Austria,Niederösterreich,,48.33,15.75,1,15.932242990654206,-2.3,34.3
592,2014.0,US,Washington,Walla Walla Valley (WA),38.8950368,-77.0365427,1,21.49953271028038,1.1,37.2
596,2015.0,Greece,Crete,,35.3084952,24.46334231842296,1,,,
597,2016.0,Austria,Kremstal,,48.40999,15.60384,1,15.932242990654206,-2.3,34.3
599,2010.0,US,California,Alexander Valley,36.778259,-119.417931,1,22.446948356807514,3.9,43.3
601,2012.0,Mexico,Valle de Guadalupe,,21.0113273,-102.6147189,1,,,
602,2010.0,US,California,Oak Knoll District,36.778259,-119.417931,1,22.446948356807514,3.9,43.3
606,2011.0,US,Oregon,Rogue Valley,45.4206749,-122.670649,1,15.433177570093457,-0.6,35.6
608,2012.0,Portugal,Douro,,39.8862651,-8.2687312,1,17.651869158878505,4.5,39.4
609,2012.0,US,Oregon,Chehalem Mountains,45.4206749,-122.670649,1,16.184579439252335,-0.6,38.9
