,year,country,province,region_1,lat,lon,location,avg_temp,min_temp,max_temp
20786,2012.0,France,Provence,Les Baux de Provence,46.0974492,4.5808081,1,16.122598870056496,-2.8,35.8
20813,2004.0,US,California,Dry Creek Valley,36.778259,-119.417931,1,23.48738317757009,6.1,41.1
20822,2006.0,France,Bordeaux,Saint-Julien,44.841225,-0.5800364,1,18.895794392523367,0.3,37.7
20825,2005.0,US,California,Oak Knoll District,36.778259,-119.417931,1,22.922535211267604,4.4,42.8
20856,2011.0,Spain,Levante,Valencia,37.89502725,-4.760875040624836,1,23.828037383177573,10.0,41.6
20858,2012.0,Greece,Santorini,,36.4622122,25.3757257,1,27.06666666666667,17.0,35.0
20866,2011.0,Spain,Levante,Utiel-Requena,37.89502725,-4.760875040624836,1,23.828037383177573,10.0,41.6
20898,2006.0,US,California,High Valley,36.778259,-119.417931,1,23.44716981132075,5.6,45.0
20912,2006.0,Australia,Victoria,Bendigo,-21.2309116,148.9741517,0,,,
20966,2016.0,Uruguay,Canelones,,-34.5242373,-56.2817519,0,,,
20968,2015.0,Australia,South Australia,McLaren Vale,-34.7411213,138.6564373,0,,,
20970,2014.0,US,Virginia,Middleburg,47.52326,-92.536571,1,11.755607476635513,-17.0,32.0
20982,2014.0,Israel,Galil,,32.7023065,35.3183216,1,,,
20985,2016.0,US,California,Central Coast,36.778259,-119.417931,1,23.931775700934576,7.8,42.8
20996,2015.0,Chile,Apalta,,-34.3392193,-70.868125,0,,,
20997,2014.0,US,California,Santa Clara County,36.778259,-119.417931,1,25.482710280373833,6.1,43.3
21021,2016.0,US,California,San Luis Obispo County,36.778259,-119.417931,1,23.931775700934576,7.8,42.8
21061,2010.0,US,California,Sonoma County-Napa County,36.778259,-119.417931,1,22.446948356807514,3.9,43.3
21143,2011.0,Moldova,Moldova,,46.957075,28.7591881,1,16.689719626168227,-6.0,34.0
21166,2010.0,France,Bordeaux,Pauillac,44.841225,-0.5800364,1,17.42336448598131,0.3,36.7
21168,2010.0,France,Bordeaux,Saint-Estèphe,44.841225,-0.5800364,1,17.42336448598131,0.3,36.7
21173,2010.0,France,Bordeaux,Pessac-Léognan,44.841225,-0.5800364,1,17.42336448598131,0.3,36.7
21180,2010.0,France,Bordeaux,Pomerol,44.841225,-0.5800364,1,17.42336448598131,0.3,36.7
21181,2010.0,France,Bordeaux,Saint-Julien,44.841225,-0.5800364,1,17.42336448598131,0.3,36.7
21191,2010.0,France,Bordeaux,Barsac,44.841225,-0.5800364,1,17.42336448598131,0.3,36.7
21219,2013.0,US,Virginia,Monticello,47.52326,-92.536571,1,12.313333333333334,-17.2,33.3
21223,2009.0,Romania,Dealu Mare,,46.7202291,23.1579285,1,,,
21347,2016.0,Spain,Levante,Utiel-Requena,37.89502725,-4.760875040624836,1,23.447663551401874,1.4,45.4
21366,2016.0,US,California,Sonoma Coast,36.778259,-119.417931,1,23.931775700934576,7.8,42.8
21373,2016.0,Chile,Chile,,-33.4377756,-70.6504502,0,,,
21377,2008.0,France,Bordeaux,Pomerol,44.841225,-0.5800364,1,16.761682242990656,-0.1,34.4
21391,2006.0,France,Bordeaux,Barsac,44.841225,-0.5800364,1,18.895794392523367,0.3,37.7
21403,2003.0,US,California,Monterey County,36.778259,-119.417931,1,23.871962616822426,3.9,41.7
21406,1997.0,France,Champagne,Champagne,48.026628,0.333235,1,,,
21409,2005.0,Canada,Ontario,Niagara Peninsula,47.26468685,-53.92039475377365,1,10.909345794392523,-5.9,22.9
21411,2001.0,France,Champagne,Champagne,48.026628,0.333235,1,15.803937007874017,0.8,32.5
21413,2005.0,Canada,British Columbia,Okanagan Valley,49.25839375,-123.24658161001928,1,16.52056074766355,5.4,30.0
21416,1997.0,Italy,Veneto,Amarone della Valpolicella Classico,45.666668,12.25,1,18.76028037383178,2.0,32.4
21424,2015.0,US,Washington,Lake Chelan,38.8950368,-77.0365427,1,22.085981308411217,2.8,36.7
21435,2014.0,US,New York,New York,40.7127281,-74.0060152,1,19.47336448598131,-0.5,35.6
21460,2011.0,US,California,Diamond Mountain District,36.778259,-119.417931,1,22.850000000000005,2.8,41.7
21477,2012.0,Chile,Puente Alto,,-33.6095279,-70.5754736,0,,,
21485,2015.0,US,California,Oak Knoll District,36.778259,-119.417931,1,24.21682242990654,6.1,42.2
21489,2015.0,France,Beaujolais,Beaujolais Blanc,46.1186123,4.6156707,1,17.716826923076923,-0.2,38.7
21509,2016.0,US,California,Shenandoah Valley (CA),36.778259,-119.417931,1,23.931775700934576,7.8,42.8
21543,2007.0,US,California,Los Carneros,36.778259,-119.417931,1,23.181690140845074,3.9,43.9
21584,2010.0,South Africa,Franschhoek,,-33.909167,19.119444,0,,,
21585,2011.0,South Africa,Cederberg,,-32.5005556,19.2569444,0,,,
21627,2004.0,Spain,Andalucia,Montilla-Moriles,37.178055,-3.600833,1,20.914485981308413,0.3,41.5
21629,2005.0,US,California,Sta. Rita Hills,36.778259,-119.417931,1,22.922535211267604,4.4,42.8
21661,2006.0,Spain,Catalonia,Montsant,41.390205,2.154007,1,20.52803738317757,6.7,33.5
21665,2009.0,US,California,Mendocino Ridge,36.778259,-119.417931,1,23.683644859813086,3.3,44.4
21671,2007.0,US,New York,Long Island,40.7127281,-74.0060152,1,19.74719626168224,-1.1,36.1
21680,2005.0,Spain,Catalonia,Penedès,41.390205,2.154007,1,21.456074766355137,7.4,34.9
21682,2005.0,Spain,Levante,Valencia,37.89502725,-4.760875040624836,1,25.348598130841122,5.4,44.8
21683,2007.0,US,California,High Valley,36.778259,-119.417931,1,23.181690140845074,3.9,43.9
21687,2007.0,US,Vermont,Vermont,44.0,-72.699997,1,14.356796116504855,-8.3,32.8
21699,2006.0,Spain,Levante,Valencia,37.89502725,-4.760875040624836,1,25.827102803738317,7.0,43.0
21702,2005.0,US,California,Mendocino Ridge,36.778259,-119.417931,1,22.922535211267604,4.4,42.8
21703,2007.0,Spain,Catalonia,Catalunya,41.390205,2.154007,1,20.058878504672897,6.9,31.8
21705,2000.0,Spain,Catalonia,Penedès,41.390205,2.154007,1,19.017289719626167,6.8,34.0
21730,2012.0,US,California,Napa County,36.778259,-119.417931,1,24.43598130841121,3.3,43.9
21742,2011.0,US,California,Rockpile,36.778259,-119.417931,1,22.850000000000005,2.8,41.7
21758,2010.0,Australia,Victoria,Heathcote,-21.2309116,148.9741517,0,,,
21761,2011.0,Australia,Tasmania,Tasmania,-31.95321805,152.55553581840277,0,,,
21775,2007.0,Spain,Galicia,Ribeiro,42.8804219,-8.5458608,1,14.751401869158876,0.6,32.8
21789,2014.0,US,Oregon,Southern Oregon,45.4206749,-122.670649,1,17.52710280373832,3.9,37.2
21795,2013.0,US,California,Calaveras County,36.778259,-119.417931,1,24.64392523364486,5.6,43.3
21797,2014.0,Australia,Victoria,Heathcote,-21.2309116,148.9741517,0,,,
21800,2012.0,US,California,Shenandoah Valley (CA),36.778259,-119.417931,1,24.43598130841121,3.3,43.9
21811,2012.0,Portugal,Minho,,41.6347151,-8.1425725,1,,,
21854,2007.0,US,California,Chiles Valley,36.778259,-119.417931,1,23.181690140845074,3.9,43.9
21895,2008.0,Italy,Sicily & Sardinia,Etna,39.373062,9.157212,1,21.496728971962618,5.0,37.0
21898,2012.0,New Zealand,Martinborough,,-41.2183252,175.4594856,0,,,
21929,2006.0,New Zealand,Gisborne,,-38.661326,178.0206487,0,,,
21936,2006.0,France,Beaujolais,Moulin-à-Vent,46.1186123,4.6156707,1,17.296449704142013,0.4,36.5
22009,2013.0,Australia,Tasmania,Tasmania,-31.95321805,152.55553581840277,0,,,
22027,2014.0,Hungary,Eger,,47.8989887,20.3743665,1,16.708333333333332,0.0,32.6
22075,2014.0,US,California,Howell Mountain,36.778259,-119.417931,1,25.482710280373833,6.1,43.3
22096,2015.0,US,California,Saddle Rock-Malibu,36.778259,-119.417931,1,24.21682242990654,6.1,42.2
22129,2009.0,Israel,Golan Heights,,33.0408017,35.7392885,1,20.90373831775701,7.2,34.6
22144,2014.0,Chile,Buin,,-33.7319741,-70.7419619,0,,,
22153,2014.0,US,California,Clarksburg,36.778259,-119.417931,1,25.482710280373833,6.1,43.3
22174,2005.0,US,California,Fiddletown,36.778259,-119.417931,1,22.922535211267604,4.4,42.8
22179,2004.0,US,California,Contra Costa County,36.778259,-119.417931,1,23.48738317757009,6.1,41.1
22187,2005.0,Spain,Galicia,Rías Baixas,42.8804219,-8.5458608,1,15.037850467289717,1.6,35.0
22188,2006.0,US,California,Mendocino Ridge,36.778259,-119.417931,1,23.44716981132075,5.6,45.0
22191,2003.0,France,Bordeaux,Haut-Médoc,44.841225,-0.5800364,1,18.88271028037383,-2.1,40.7
22196,2004.0,US,Oregon,Willamette Valley,45.4206749,-122.670649,1,17.61214953271028,2.2,39.4
22197,2005.0,South Africa,Durbanville,,-33.8402778,18.6494444,0,,,
22249,2015.0,US,Oregon,Columbia Gorge (OR),45.4206749,-122.670649,1,17.802336448598133,1.7,39.4
22264,2015.0,US,California,Ventura County,36.778259,-119.417931,1,24.21682242990654,6.1,42.2
22266,2014.0,Italy,Veneto,Soave,45.666668,12.25,1,19.294859813084113,2.0,36.4
22296,2013.0,US,California,Malibu Coast,36.778259,-119.417931,1,24.64392523364486,5.6,43.3
22300,2014.0,France,Bordeaux,Lalande de Pomerol,44.841225,-0.5800364,1,17.3803738317757,4.9,35.3
22310,2009.0,Portugal,Obidos,,39.3619514,-9.157153,1,,,
22317,2013.0,Australia,New South Wales,Hunter Valley,-33.9175545,151.2291515,0,,,
22322,2015.0,Italy,Veneto,Valdobbiadene Superiore di Cartizze,45.666668,12.25,1,20.18411214953271,-0.8,39.4
22421,2007.0,South Africa,Philadelphia,,-33.666635,18.580989,0,,,
22460,2009.0,Israel,Israel,,32.6307267,35.3488686,1,,,
22464,2011.0,US,New York,Cayuga Lake,40.7127281,-74.0060152,1,20.615420560747665,0.0,42.2
22594,2000.0,Italy,Sicily & Sardinia,Marsala,39.373062,9.157212,1,21.595327102803736,0.0,38.8
22675,2015.0,US,California,Alexander Valley,36.778259,-119.417931,1,24.21682242990654,6.1,42.2
22676,2015.0,US,California,Paso Robles Willow Creek District,36.778259,-119.417931,1,24.21682242990654,6.1,42.2
22687,2008.0,Slovakia,Muzla,,47.7922978,18.5998896,1,16.516355140186917,-0.1,33.7
22692,2005.0,Italy,Veneto,Marca Trevigiana,45.666668,12.25,1,18.90046728971963,1.2,35.8
22693,2005.0,Italy,Veneto,Colli di Conegliano,45.666668,12.25,1,18.90046728971963,1.2,35.8
22696,2006.0,Italy,Veneto,Rosso del Veronese,45.666668,12.25,1,19.746728971962614,1.0,37.0
22707,2007.0,Italy,Veneto,Piave,45.666668,12.25,1,19.657943925233642,1.2,36.2
22734,1999.0,US,Oregon,Rogue Valley,45.4206749,-122.670649,1,15.905140186915892,0.0,33.9
22736,2000.0,France,Bordeaux,Bordeaux Blanc,44.841225,-0.5800364,1,17.7126168224299,1.8,35.5
22738,1998.0,US,Oregon,Applegate Valley,45.4206749,-122.670649,1,16.935981308411215,1.7,38.3
22745,1999.0,US,Oregon,Applegate Valley,45.4206749,-122.670649,1,15.905140186915892,0.0,33.9
22751,2001.0,New Zealand,Marlborough,,-36.7846223,174.723989,0,,,
22754,1999.0,US,Oregon,Oregon,45.4206749,-122.670649,1,15.905140186915892,0.0,33.9
22760,1999.0,US,Oregon,Willamette Valley,45.4206749,-122.670649,1,15.905140186915892,0.0,33.9
22781,2010.0,Portugal,Palmela,,38.569601,-8.9011653,1,20.534112149532714,6.4,39.6
22818,2012.0,US,California,Napa County-Sonoma County,36.778259,-119.417931,1,24.43598130841121,3.3,43.9
22821,2008.0,Italy,Veneto,Prosecco del Veneto,45.666668,12.25,1,19.57336448598131,4.0,33.6
22824,2006.0,US,California,Knights Valley,36.778259,-119.417931,1,23.44716981132075,5.6,45.0
22876,2008.0,Spain,Galicia,Rías Baixas,42.8804219,-8.5458608,1,14.396728971962615,1.2,33.5
22878,2009.0,Spain,Galicia,Monterrei,42.8804219,-8.5458608,1,14.865420560747665,-1.9,31.9
22915,2012.0,US,California,Mendocino-Lake,36.778259,-119.417931,1,24.43598130841121,3.3,43.9
22924,2012.0,France,Provence,Bandol,46.0974492,4.5808081,1,16.122598870056496,-2.8,35.8
22970,2011.0,Hungary,Mátra,,47.8857587,19.950719085708563,1,,,
22993,2006.0,Italy,Veneto,Marca Trevigiana,45.666668,12.25,1,19.746728971962614,1.0,37.0
23026,2011.0,US,California,Napa County-Sonoma County,36.778259,-119.417931,1,22.850000000000005,2.8,41.7
23032,2010.0,France,Beaujolais,Chénas,46.1186123,4.6156707,1,16.452879581151834,-0.3,34.6
23045,2011.0,Italy,Veneto,Valpolicella Classico Superiore,45.666668,12.25,1,20.5981308411215,2.0,37.4
23122,2016.0,US,California,Mendocino,36.778259,-119.417931,1,23.931775700934576,7.8,42.8
23158,2012.0,Italy,Sicily & Sardinia,Isola dei Nuraghi,39.373062,9.157212,1,21.898130841121496,5.0,41.8
23172,2011.0,US,California,Monterey-Santa Cruz,36.778259,-119.417931,1,22.850000000000005,2.8,41.7
23213,2013.0,Chile,Pirque,,-33.6348808,-70.5729961,0,,,
23230,2014.0,France,Provence,Les Baux de Provence,46.0974492,4.5808081,1,15.591346153846153,-1.3,36.2
23314,2014.0,France,Bordeaux,Francs Côtes de Bordeaux,44.841225,-0.5800364,1,17.3803738317757,4.9,35.3
23335,2012.0,Italy,Veneto,Lessini Durello,45.666668,12.25,1,20.311682242990653,1.2,38.2
23355,2007.0,US,California,St. Helena,36.778259,-119.417931,1,23.181690140845074,3.9,43.9
23365,2007.0,New Zealand,Nelson,,-41.2710849,173.2836756,0,,,
23405,2010.0,US,California,Northern Sonoma,36.778259,-119.417931,1,22.446948356807514,3.9,43.3
23406,2008.0,US,California,Chiles Valley,36.778259,-119.417931,1,23.722748815165875,4.4,44.4
23427,2012.0,US,California,El Dorado County,36.778259,-119.417931,1,24.43598130841121,3.3,43.9
23450,2007.0,US,California,York Mountain,36.778259,-119.417931,1,23.181690140845074,3.9,43.9
23451,2007.0,US,Pennsylvania,Pennsylvania,30.8713577,-88.0482706,1,23.873831775700936,2.8,38.3
23490,2016.0,Australia,South Australia,Adelaide Hills,-34.7411213,138.6564373,0,,,
23494,2013.0,Australia,South Australia,Langhorne Creek,-34.7411213,138.6564373,0,,,
23528,2014.0,US,California,San Benito County,36.778259,-119.417931,1,25.482710280373833,6.1,43.3
23537,2012.0,Peru,Ica,,-14.0640967,-75.7290915,0,,,
23544,2012.0,US,Texas,Texas High Plains,29.749907,-95.358421,1,26.09252336448598,6.7,38.9
23567,2004.0,Italy,Veneto,Amarone della Valpolicella,45.666668,12.25,1,19.22476635514018,1.4,35.3
23575,1998.0,Italy,Veneto,Amarone della Valpolicella Classico,45.666668,12.25,1,19.342990654205607,2.1,33.0
23612,2014.0,Israel,Israel,,32.6307267,35.3488686,1,,,
23641,2013.0,France,Bordeaux,Pauillac,44.841225,-0.5800364,1,17.451869158878505,1.7,35.8
23644,2010.0,Italy,Sicily & Sardinia,Terre Siciliane,39.373062,9.157212,1,20.713551401869157,4.0,37.0
23672,2012.0,US,California,Ben Lomond Mountain,36.778259,-119.417931,1,24.43598130841121,3.3,43.9
23703,2014.0,Italy,Veneto,Valpolicella Classico Superiore Ripasso,45.666668,12.25,1,19.294859813084113,2.0,36.4
23708,2015.0,Italy,Veneto,Valpolicella Ripasso,45.666668,12.25,1,20.18411214953271,-0.8,39.4
23730,2014.0,Italy,Sicily & Sardinia,Monica di Sardegna,39.373062,9.157212,1,21.72710280373832,5.0,37.2
23750,2011.0,Spain,Catalonia,Catalunya,41.390205,2.154007,1,21.014485981308408,9.2,33.0
23802,2012.0,US,Michigan,Leelanau Peninsula,41.7075394,-86.8950297,1,17.131455399061032,-2.0,38.0
23814,2013.0,Israel,Negev,,31.42081875,34.53362698213573,1,23.97663551401869,8.1,41.8
23816,2013.0,South Africa,Paarl,,-33.741667,18.975,0,,,
23840,2016.0,US,California,Fiddletown,36.778259,-119.417931,1,23.931775700934576,7.8,42.8
23848,2015.0,US,California,Nevada County,36.778259,-119.417931,1,24.21682242990654,6.1,42.2
23851,2014.0,Spain,Andalucia,Málaga,37.178055,-3.600833,1,21.136915887850474,4.6,42.7
23873,2004.0,Italy,Veneto,Recioto della Valpolicella Classico,45.666668,12.25,1,19.22476635514018,1.4,35.3
23874,2006.0,Italy,Sicily & Sardinia,Salina,39.373062,9.157212,1,21.85373831775701,7.0,39.2
23937,2010.0,France,Bordeaux,Haut-Médoc,44.841225,-0.5800364,1,17.42336448598131,0.3,36.7
23942,2010.0,France,Bordeaux,Moulis-en-Médoc,44.841225,-0.5800364,1,17.42336448598131,0.3,36.7
24004,2010.0,Austria,Wachau,,48.3275563,15.41162578949626,1,14.869626168224297,-2.0,34.0
24018,2014.0,Spain,Galicia,Ribeiro,42.8804219,-8.5458608,1,15.6196261682243,3.9,35.1
24061,2006.0,US,California,Yolo County,36.778259,-119.417931,1,23.44716981132075,5.6,45.0
24072,2006.0,US,Texas,Texas,29.749907,-95.358421,1,25.810798122065727,10.0,37.2
24074,2006.0,US,New Mexico,New Mexico,35.106766,-106.629181,1,20.4150234741784,1.7,36.7
24119,2007.0,Greece,Corinth,,37.9385413,22.9273768,1,,,
24127,2009.0,US,California,Fiddletown,36.778259,-119.417931,1,23.683644859813086,3.3,44.4
24139,2011.0,France,Provence,Côtes de Provence Sainte-Victoire,46.0974492,4.5808081,1,17.43793103448276,0.8,37.0
24191,2005.0,US,California,San Benito County,36.778259,-119.417931,1,22.922535211267604,4.4,42.8
24195,2004.0,Australia,Victoria,Yarra Valley,-21.2309116,148.9741517,0,,,
24205,2013.0,US,California,San Benito County,36.778259,-119.417931,1,24.64392523364486,5.6,43.3
24250,2006.0,US,Oregon,Applegate Valley,45.4206749,-122.670649,1,16.643661971830984,-1.1,40.0
24270,2007.0,US,California,Santa Clara Valley,36.778259,-119.417931,1,23.181690140845074,3.9,43.9
24279,2009.0,Greece,Peloponnese,,37.36332825,22.239537343995494,1,,,
24287,2010.0,South Africa,Darling,,-33.376426,18.379189,0,,,
24290,2009.0,Italy,Veneto,Piave,45.666668,12.25,1,20.964485981308417,3.0,36.7
24315,2008.0,US,California,El Dorado,36.778259,-119.417931,1,23.722748815165875,4.4,44.4
24335,2007.0,Greece,Attica,,37.9946543,23.79940251269328,1,23.547417840375587,6.2,41.2
24336,2001.0,US,California,Santa Barbara County,36.778259,-119.417931,1,24.004205607476635,1.7,43.3
24340,1999.0,US,Oregon,Umpqua Valley,45.4206749,-122.670649,1,15.905140186915892,0.0,33.9
24342,2000.0,US,Oregon,Umpqua Valley,45.4206749,-122.670649,1,16.6018779342723,0.6,36.7
24347,2000.0,US,Oregon,Rogue Valley,45.4206749,-122.670649,1,16.6018779342723,0.6,36.7
24350,2000.0,France,Provence,Vin de Pays Var,46.0974492,4.5808081,1,16.494011976047904,0.2,33.7
24353,1999.0,US,California,Santa Ynez Valley,36.778259,-119.417931,1,22.674766355140186,0.6,41.7
24355,2001.0,Australia,South Australia,South Australia,-34.7411213,138.6564373,0,,,
24387,2015.0,US,New York,Hudson River Region,40.7127281,-74.0060152,1,20.457476635514016,-0.5,36.7
24392,2014.0,New Zealand,Gisborne,,-38.661326,178.0206487,0,,,
24394,2016.0,Italy,Veneto,Soave,45.666668,12.25,1,19.6785046728972,4.0,34.2
24478,2012.0,Australia,Victoria,Pyrenees,-21.2309116,148.9741517,0,,,
24496,2013.0,Australia,South Australia,Adelaide Hills,-34.7411213,138.6564373,0,,,
24568,2016.0,Australia,South Australia,Clare Valley,-34.7411213,138.6564373,0,,,
24571,2015.0,Australia,Tasmania,Tasmania,-31.95321805,152.55553581840277,0,,,
24582,2013.0,Australia,New South Wales,Riverina,-33.9175545,151.2291515,0,,,
24590,2007.0,Italy,Veneto,Soave Classico,45.666668,12.25,1,19.657943925233642,1.2,36.2
24616,2005.0,US,Washington,Rattlesnake Hills,38.8950368,-77.0365427,1,21.16588785046729,3.3,36.1
24631,2007.0,Germany,Baden,,53.0023496,9.0820955,1,14.300934579439252,-2.7,33.4
24662,1999.0,US,California,Lake County,36.778259,-119.417931,1,22.674766355140186,0.6,41.7
24678,2007.0,Germany,Rheinhessen,,49.9045181,8.2711082,1,13.970093457943925,-0.7,32.1
24688,2008.0,Italy,Sicily & Sardinia,Alcamo,39.373062,9.157212,1,21.496728971962618,5.0,37.0
24695,2008.0,Italy,Veneto,Piave,45.666668,12.25,1,19.57336448598131,4.0,33.6
24699,2008.0,Portugal,Alentejo,,38.0551003,-7.8605799,1,19.447196261682244,3.8,40.0
24719,2011.0,US,California,Paicines,36.778259,-119.417931,1,22.850000000000005,2.8,41.7
24722,2009.0,Chile,Malleco,,-37.7960595,-72.6516866,0,,,
24735,2012.0,Italy,Veneto,Soave Superiore,45.666668,12.25,1,20.311682242990653,1.2,38.2
24778,2008.0,South Africa,Franschhoek,,-33.909167,19.119444,0,,,
24887,2006.0,US,California,Carmel Valley,36.778259,-119.417931,1,23.44716981132075,5.6,45.0
24913,2009.0,France,Beaujolais,Côte de Brouilly,46.1186123,4.6156707,1,17.34158415841584,-1.0,37.5
24920,2008.0,US,Washington,Lake Chelan,38.8950368,-77.0365427,1,21.203271028037385,2.2,36.7
24930,2004.0,US,California,Sierra Foothills,36.778259,-119.417931,1,23.48738317757009,6.1,41.1
24934,2005.0,France,Provence,Coteaux d'Aix-en-Provence,46.0974492,4.5808081,1,16.342944785276075,2.2,33.8
24936,2006.0,US,Oregon,Umpqua Valley,45.4206749,-122.670649,1,16.643661971830984,-1.1,40.0
24937,2006.0,France,Provence,Coteaux Varois,46.0974492,4.5808081,1,17.296449704142013,0.4,36.5
24942,2006.0,US,Oregon,Columbia Gorge (OR),45.4206749,-122.670649,1,16.643661971830984,-1.1,40.0
25003,2006.0,US,California,Sonoma-Napa,36.778259,-119.417931,1,23.44716981132075,5.6,45.0
25056,2016.0,US,California,Santa Cruz Mountains,36.778259,-119.417931,1,23.931775700934576,7.8,42.8
25060,2015.0,US,California,Rockpile,36.778259,-119.417931,1,24.21682242990654,6.1,42.2
25068,2015.0,Brazil,Brazil,,-22.9053,-43.0957,0,,,
25081,2014.0,Brazil,Campanha,,-21.8361108,-45.401986,0,,,
25106,2015.0,Italy,Veneto,Bardolino Chiaretto,45.666668,12.25,1,20.18411214953271,-0.8,39.4
25113,2008.0,Australia,South Australia,Eden Valley,-34.7411213,138.6564373,0,,,
25122,2010.0,US,California,Carmel Valley,36.778259,-119.417931,1,22.446948356807514,3.9,43.3
25136,2008.0,Italy,Sicily & Sardinia,Vermentino di Gallura,39.373062,9.157212,1,21.496728971962618,5.0,37.0
25165,2012.0,US,California,Cienega Valley,36.778259,-119.417931,1,24.43598130841121,3.3,43.9
25177,2013.0,Uruguay,Progreso,,-34.6798644,-56.2154727,0,,,
25253,2008.0,US,Oregon,Southern Oregon,45.4206749,-122.670649,1,15.628971962616822,-0.6,38.9
25320,2006.0,Italy,Veneto,Valpolicella Classico Superiore Ripasso,45.666668,12.25,1,19.746728971962614,1.0,37.0
25458,2007.0,US,California,Oak Knoll District,36.778259,-119.417931,1,23.181690140845074,3.9,43.9
25480,2012.0,France,Bordeaux,Fronsac,44.841225,-0.5800364,1,17.52196261682243,0.2,39.1
25486,2016.0,Italy,Veneto,Valpolicella,45.666668,12.25,1,19.6785046728972,4.0,34.2
25491,2014.0,Morocco,Zenata,,33.60920415,-7.4329080578919005,1,21.472897196261684,9.0,35.4
25495,2015.0,Italy,Veneto,Bardolino Classico,45.666668,12.25,1,20.18411214953271,-0.8,39.4
25497,2011.0,Uruguay,Uruguay,,-32.5049394,-53.5041115,0,,,
25506,2014.0,US,California,High Valley,36.778259,-119.417931,1,25.482710280373833,6.1,43.3
25513,2011.0,Croatia,Korčula,,42.9437813,16.91347631417291,1,,,
25540,2016.0,US,California,Edna Valley,36.778259,-119.417931,1,23.931775700934576,7.8,42.8
25561,2015.0,US,Washington,Red Mountain,38.8950368,-77.0365427,1,22.085981308411217,2.8,36.7
25566,2015.0,Chile,Buin,,-33.7319741,-70.7419619,0,,,
25586,2014.0,Spain,Catalonia,Costers del Segre,41.390205,2.154007,1,20.931775700934576,9.4,33.2
25588,2016.0,France,Beaujolais,Beaujolais Rosé,46.1186123,4.6156707,1,16.61904761904762,1.0,34.3
25628,2000.0,Austria,Wachau,,48.3275563,15.41162578949626,1,15.958411214953271,-1.3,34.9
25633,2002.0,New Zealand,Waipara,,-43.058482,172.7602403,0,,,
25634,2000.0,US,California,Green Valley,36.778259,-119.417931,1,23.11682242990654,6.7,41.1
25637,1999.0,US,California,Monterey,36.778259,-119.417931,1,22.674766355140186,0.6,41.7
25645,2001.0,US,New York,Finger Lakes,40.7127281,-74.0060152,1,19.654205607476637,0.6,40.6
25646,2001.0,Australia,South Australia,Clare Valley,-34.7411213,138.6564373,0,,,
25650,2001.0,US,California,Monterey County,36.778259,-119.417931,1,24.004205607476635,1.7,43.3
25692,2010.0,South Africa,Constantia,,-34.0283333,18.4155556,0,,,
25698,2008.0,Australia,South Australia,Limestone Coast,-34.7411213,138.6564373,0,,,
25719,2008.0,France,Bordeaux,Bordeaux,44.841225,-0.5800364,1,16.761682242990656,-0.1,34.4
25725,2010.0,Portugal,Alentejo,,38.0551003,-7.8605799,1,20.671028037383174,3.8,41.3
25728,2008.0,US,New York,New York,40.7127281,-74.0060152,1,19.364953271028035,0.6,37.2
25735,2010.0,US,California,Sonoma County-Monterey County-Napa County,36.778259,-119.417931,1,22.446948356807514,3.9,43.3
25836,2004.0,Australia,Victoria,Victoria,-21.2309116,148.9741517,0,,,
25838,2003.0,South Africa,Durbanville,,-33.8402778,18.6494444,0,,,
25839,2002.0,US,Oregon,Willamette Valley,45.4206749,-122.670649,1,16.544859813084113,0.0,38.9
25881,2013.0,France,Provence,Vin de Pays Var,46.0974492,4.5808081,1,15.619718309859154,-1.8,33.3
25885,2011.0,Uruguay,Progreso,,-34.6798644,-56.2154727,0,,,
25929,2009.0,Croatia,Korčula,,42.9437813,16.91347631417291,1,,,
25939,2009.0,US,Oregon,Columbia Valley (OR),45.4206749,-122.670649,1,16.876635514018695,-0.6,41.1
25983,2014.0,US,California,Templeton Gap District,36.778259,-119.417931,1,25.482710280373833,6.1,43.3
26091,2011.0,Greece,Corinth,,37.9385413,22.9273768,1,,,
26098,2005.0,US,Washington,Columbia Valley-Walla Walla Valley,38.8950368,-77.0365427,1,21.16588785046729,3.3,36.1
26107,2001.0,US,California,Mount Veeder,36.778259,-119.417931,1,24.004205607476635,1.7,43.3
26110,2004.0,US,California,Spring Mountain District,36.778259,-119.417931,1,23.48738317757009,6.1,41.1
26117,2004.0,New Zealand,Wairarapa,,-40.8812775,175.7098432,0,,,
26127,2004.0,Australia,South Australia,Wrattonbully,-34.7411213,138.6564373,0,,,
26145,2006.0,Australia,Victoria,Mornington Peninsula,-21.2309116,148.9741517,0,,,
26182,2007.0,US,Oregon,Columbia Valley (OR),45.4206749,-122.670649,1,15.80747663551402,0.0,38.9
26183,2003.0,Australia,Victoria,Victoria,-21.2309116,148.9741517,0,,,
26195,2002.0,Australia,Victoria,Nagambie Lakes,-21.2309116,148.9741517,0,,,
26197,2006.0,Canada,Ontario,Niagara Peninsula,47.26468685,-53.92039475377365,1,11.672429906542057,-2.4,25.6
26224,2005.0,Portugal,Bairrada,,39.8672777,-8.4619293,1,18.619158878504674,4.8,40.6
26255,2008.0,US,California,Monterey-Santa Barbara,36.778259,-119.417931,1,23.722748815165875,4.4,44.4
26283,2009.0,Italy,Veneto,Recioto di Soave,45.666668,12.25,1,20.964485981308417,3.0,36.7
26295,2008.0,Mexico,Valle de Guadalupe,,21.0113273,-102.6147189,1,,,
