;country;province;region_1;lat;lon;temp;tempMin;tempMax;humidity;wind;location
7000;Italy;Piedmont;Langhe;;;;;;;;
7001;France;Alsace;Alsace;48.684872850000005;2.17560777527428;16.06857142857144;11.0;20.53000000000003;72.28571428571429;3.107142857142857;1
7002;France;Provence;Palette;46.0974492;4.5808081;17.095714285714298;11.53000000000003;22.0;63.285714285714285;2.6885714285714286;1
7003;France;Provence;Coteaux d'Aix-en-Provence;46.0974492;4.5808081;17.095714285714298;11.53000000000003;22.0;63.285714285714285;2.6885714285714286;1
7004;France;Bordeaux;Saint-Émilion;44.841225;-0.5800364;18.041428571428582;13.0;22.0;70.71428571428571;2.842857142857143;1
7005;France;Bordeaux;Haut-Médoc;44.841225;-0.5800364;18.041428571428582;13.0;22.0;70.71428571428571;2.842857142857143;1
7006;France;Alsace;Alsace;48.684872850000005;2.17560777527428;16.06857142857144;11.0;20.53000000000003;72.28571428571429;3.107142857142857;1
7007;Italy;Piedmont;Barbaresco;;;;;;;;
7008;US;California;Sierra Foothills;38.628683;-92.5659635;20.167142857142874;12.970000000000027;25.260000000000048;71.42857142857143;3.2128571428571426;1
7009;US;California;Paso Robles;38.628683;-92.5659635;20.167142857142874;12.970000000000027;25.260000000000048;71.42857142857143;3.2128571428571426;1
7010;France;Bordeaux;Castillon Côtes de Bordeaux;44.841225;-0.5800364;18.041428571428582;13.0;22.0;70.71428571428571;2.842857142857143;1
7011;Italy;Central Italy;Lambrusco Grasparossa di Castelvetro;;;;;;;;
7012;Chile;Limarí Valley;;;;;;;;;
7013;Portugal;Alentejano;;38.6976558;-9.35351;18.51857142857145;14.230000000000018;21.0;72.42857142857143;3.9885714285714284;1
7014;France;Provence;Var;46.0974492;4.5808081;17.095714285714298;11.53000000000003;22.0;63.285714285714285;2.6885714285714286;1
7015;France;Bordeaux;Blaye Côtes de Bordeaux;44.841225;-0.5800364;18.041428571428582;13.0;22.0;70.71428571428571;2.842857142857143;1
7016;US;Washington;Horse Heaven Hills;38.8950368;-77.0365427;19.94428571428574;12.760000000000048;25.090000000000032;72;2.762857142857143;1
7017;US;California;Central Coast;38.628683;-92.5659635;20.167142857142874;12.970000000000027;25.260000000000048;71.42857142857143;3.2128571428571426;1
7018;US;California;Santa Cruz Mountains;38.628683;-92.5659635;20.167142857142874;12.970000000000027;25.260000000000048;71.42857142857143;3.2128571428571426;1
7019;US;Washington;Columbia Valley (WA);38.8950368;-77.0365427;19.94428571428574;12.760000000000048;25.090000000000032;72;2.762857142857143;1
7020;France;Alsace;Alsace;48.684872850000005;2.17560777527428;16.06857142857144;11.0;20.53000000000003;72.28571428571429;3.107142857142857;1
7021;France;Alsace;Alsace;48.684872850000005;2.17560777527428;16.06857142857144;11.0;20.53000000000003;72.28571428571429;3.107142857142857;1
7022;US;California;Dry Creek Valley;38.628683;-92.5659635;20.167142857142874;12.970000000000027;25.260000000000048;71.42857142857143;3.2128571428571426;1
7023;Italy;Lombardy;Franciacorta;;;;;;;;
7024;Italy;Lombardy;Franciacorta;;;;;;;;
7025;New Zealand;Central Otago;;;;;;;;;
7026;US;California;Rutherford;38.628683;-92.5659635;20.167142857142874;12.970000000000027;25.260000000000048;71.42857142857143;3.2128571428571426;1
7027;US;California;Napa Valley;38.628683;-92.5659635;20.167142857142874;12.970000000000027;25.260000000000048;71.42857142857143;3.2128571428571426;1
7028;New Zealand;Hawke's Bay;;;;;;;;;
7029;US;California;Rutherford;38.628683;-92.5659635;20.167142857142874;12.970000000000027;25.260000000000048;71.42857142857143;3.2128571428571426;1
7030;US;California;Rutherford;38.628683;-92.5659635;20.167142857142874;12.970000000000027;25.260000000000048;71.42857142857143;3.2128571428571426;1
7031;US;California;Spring Mountain District;38.628683;-92.5659635;20.167142857142874;12.970000000000027;25.260000000000048;71.42857142857143;3.2128571428571426;1
7032;Italy;Lombardy;Franciacorta;;;;;;;;
7033;US;Oregon;Willamette Valley;45.4206749;-122.670649;15.427142857142883;10.200000000000045;19.980000000000018;70.85714285714286;1.9385714285714286;1
7034;France;Bordeaux;Saint-Émilion;44.841225;-0.5800364;18.041428571428582;13.0;22.0;70.71428571428571;2.842857142857143;1
7035;Spain;Northern Spain;Toro;;;;;;;;
7036;New Zealand;Hawke's Bay;;;;;;;;;
7037;US;California;Knights Valley;38.628683;-92.5659635;20.167142857142874;12.970000000000027;25.260000000000048;71.42857142857143;3.2128571428571426;1
7038;US;California;Russian River Valley;38.628683;-92.5659635;20.167142857142874;12.970000000000027;25.260000000000048;71.42857142857143;3.2128571428571426;1
7039;US;California;California;38.628683;-92.5659635;20.167142857142874;12.970000000000027;25.260000000000048;71.42857142857143;3.2128571428571426;1
7040;US;California;Rockpile;38.628683;-92.5659635;20.167142857142874;12.970000000000027;25.260000000000048;71.42857142857143;3.2128571428571426;1
7041;US;Oregon;Willamette Valley;45.4206749;-122.670649;15.427142857142883;10.200000000000045;19.980000000000018;70.85714285714286;1.9385714285714286;1
7042;Germany;Mosel;;50.7810263;12.4780171;14.700000000000014;8.850000000000023;19.180000000000007;72.42857142857143;2.867142857142857;1
7043;France;Loire Valley;Val de Loire;;;;;;;;
7044;Portugal;Vinho Verde;;;;;;;;;
7045;Portugal;Alentejano;;38.6976558;-9.35351;18.51857142857145;14.230000000000018;21.0;72.42857142857143;3.9885714285714284;1
7046;Argentina;Mendoza Province;Mendoza;;;;;;;;
7047;Argentina;Mendoza Province;Mendoza;;;;;;;;
7048;US;California;Russian River Valley;38.628683;-92.5659635;20.167142857142874;12.970000000000027;25.260000000000048;71.42857142857143;3.2128571428571426;1
7049;Portugal;Vinho Verde;;;;;;;;;
7050;Spain;Northern Spain;Cariñena;;;;;;;;
7051;US;California;Russian River Valley;38.628683;-92.5659635;20.167142857142874;12.970000000000027;25.260000000000048;71.42857142857143;3.2128571428571426;1
7052;US;Oregon;Umpqua Valley;45.4206749;-122.670649;15.427142857142883;10.200000000000045;19.980000000000018;70.85714285714286;1.9385714285714286;1
7053;Argentina;Mendoza Province;Mendoza;;;;;;;;
7054;US;California;Carneros;38.628683;-92.5659635;20.167142857142874;12.970000000000027;25.260000000000048;71.42857142857143;3.2128571428571426;1
7055;Spain;Central Spain;Vino de la Tierra de Castilla;;;;;;;;
7056;Spain;Northern Spain;Rioja;;;;;;;;
7057;US;California;Carneros;38.628683;-92.5659635;20.167142857142874;12.970000000000027;25.260000000000048;71.42857142857143;3.2128571428571426;1
7058;France;Southwest France;Cahors;;;;;;;;
7059;France;Southwest France;Côtes de Gascogne;;;;;;;;
7060;Portugal;Alentejano;;38.6976558;-9.35351;18.51857142857145;14.230000000000018;21.0;72.42857142857143;3.9885714285714284;1
7061;Spain;Galicia;Rías Baixas;42.8804219;-8.5458608;16.237142857142885;12.100000000000023;18.890000000000043;81.85714285714286;2.355714285714286;1
7062;Spain;Galicia;Rías Baixas;42.8804219;-8.5458608;16.237142857142885;12.100000000000023;18.890000000000043;81.85714285714286;2.355714285714286;1
7063;Portugal;Tejo;;39.4092271;-8.205826724185737;17.398571428571447;13.5;19.970000000000027;80.14285714285714;1.6814285714285715;1
7064;US;California;California;38.628683;-92.5659635;20.167142857142874;12.970000000000027;25.260000000000048;71.42857142857143;3.2128571428571426;1
7065;Spain;Central Spain;Vino de la Tierra de Castilla;;;;;;;;
7066;Portugal;Alentejano;;38.6976558;-9.35351;18.51857142857145;14.230000000000018;21.0;72.42857142857143;3.9885714285714284;1
7067;France;Southwest France;Bergerac Sec;;;;;;;;
7068;Spain;Northern Spain;Rueda;;;;;;;;
7069;Italy;Piedmont;Barbera d'Alba;;;;;;;;
7070;US;Oregon;Willamette Valley;45.4206749;-122.670649;15.427142857142883;10.200000000000045;19.980000000000018;70.85714285714286;1.9385714285714286;1
7071;Portugal;Península de Setúbal;;;;;;;;;
7072;Australia;Victoria;Victoria;-21.2309116;148.9741517;26.734285714285722;25.0;28.0;73.14285714285714;4.448571428571428;0
7073;US;California;Livermore Valley;38.628683;-92.5659635;20.167142857142874;12.970000000000027;25.260000000000048;71.42857142857143;3.2128571428571426;1
7074;US;California;Napa Valley;38.628683;-92.5659635;20.167142857142874;12.970000000000027;25.260000000000048;71.42857142857143;3.2128571428571426;1
7075;Argentina;Other;La Rioja;;;;;;;;
7076;Argentina;Mendoza Province;Mendoza;;;;;;;;
7077;US;California;California;38.628683;-92.5659635;20.167142857142874;12.970000000000027;25.260000000000048;71.42857142857143;3.2128571428571426;1
7078;US;California;Livermore Valley;38.628683;-92.5659635;20.167142857142874;12.970000000000027;25.260000000000048;71.42857142857143;3.2128571428571426;1
7079;France;Burgundy;Bourgogne;;;;;;;;
7080;US;California;Paso Robles;38.628683;-92.5659635;20.167142857142874;12.970000000000027;25.260000000000048;71.42857142857143;3.2128571428571426;1
7081;Australia;Victoria;Yarra Valley;-21.2309116;148.9741517;26.734285714285722;25.0;28.0;73.14285714285714;4.448571428571428;0
7082;Australia;Victoria;Yarra Valley;-21.2309116;148.9741517;26.734285714285722;25.0;28.0;73.14285714285714;4.448571428571428;0
7083;US;California;Mendocino;38.628683;-92.5659635;20.167142857142874;12.970000000000027;25.260000000000048;71.42857142857143;3.2128571428571426;1
7084;US;Washington;Columbia Valley (WA);38.8950368;-77.0365427;19.94428571428574;12.760000000000048;25.090000000000032;72;2.762857142857143;1
7085;US;California;Sonoma Coast;38.628683;-92.5659635;20.167142857142874;12.970000000000027;25.260000000000048;71.42857142857143;3.2128571428571426;1
7086;US;California;North Coast;38.628683;-92.5659635;20.167142857142874;12.970000000000027;25.260000000000048;71.42857142857143;3.2128571428571426;1
7087;Chile;Limarí Valley;;;;;;;;;
7088;US;California;Napa Valley;38.628683;-92.5659635;20.167142857142874;12.970000000000027;25.260000000000048;71.42857142857143;3.2128571428571426;1
7089;US;California;Lake County;38.628683;-92.5659635;20.167142857142874;12.970000000000027;25.260000000000048;71.42857142857143;3.2128571428571426;1
7090;Argentina;Mendoza Province;Mendoza;;;;;;;;
7091;Chile;Limarí Valley;;;;;;;;;
7092;Chile;Maipo Valley;;;;;;;;;
7093;Argentina;Mendoza Province;Maipú;;;;;;;;
7094;Argentina;Mendoza Province;Uco Valley;;;;;;;;
7095;Argentina;Mendoza Province;Maipú;;;;;;;;
7096;Chile;Colchagua Valley;;;;;;;;;
7097;US;California;Napa Valley;38.628683;-92.5659635;20.167142857142874;12.970000000000027;25.260000000000048;71.42857142857143;3.2128571428571426;1
7098;Portugal;Port;;;;;;;;;
7099;Spain;Northern Spain;Rueda;;;;;;;;
7100;Italy;Veneto;Valdobbiadene Prosecco Superiore;45.3045125;11.446266;19.090000000000014;12.650000000000034;24.49000000000001;69.71428571428571;1.447142857142857;1
7101;France;Alsace;Crémant d'Alsace;48.684872850000005;2.17560777527428;16.06857142857144;11.0;20.53000000000003;72.28571428571429;3.107142857142857;1
7102;France;Alsace;Crémant d'Alsace;48.684872850000005;2.17560777527428;16.06857142857144;11.0;20.53000000000003;72.28571428571429;3.107142857142857;1
7103;Italy;Italy Other;Vino Spumante;;;;;;;;
7104;US;Oregon;Ribbon Ridge;45.4206749;-122.670649;15.427142857142883;10.200000000000045;19.980000000000018;70.85714285714286;1.9385714285714286;1
7105;France;Champagne;Champagne;45.831944;-0.906667;18.041428571428582;13.0;22.0;70.71428571428571;2.842857142857143;1
7106;Portugal;Tejo;;39.4092271;-8.205826724185737;17.398571428571447;13.5;19.970000000000027;80.14285714285714;1.6814285714285715;1
7107;France;Champagne;Champagne;45.831944;-0.906667;18.041428571428582;13.0;22.0;70.71428571428571;2.842857142857143;1
7108;Portugal;Port;;;;;;;;;
